Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date,item_retrieved,,,,Item_retreived_values
TXN_4735392,Smoothie,3,4,12,Credit Card,Takeaway,4/4/2023,Smoothie,,,,Cake
TXN_1672708,Salad,4,5,20,,,4/4/2023,Salad,,,,Cake
TXN_2955691,Cake,1,3,3,,Takeaway,4/4/2023,Cake,,,,Cookie
TXN_7932895,Smoothie,2,4,8,,In-store,4/4/2023,Smoothie,,,,Cake
TXN_1239876,Smoothie,2,4,8,Digital Wallet,In-store,4/4/2023,Smoothie,,,,Cookie
TXN_4502704,Tea,4,1.5,6,UNKNOWN,In-store,4/4/2023,Tea,,,,Smoothie
TXN_9153854,Smoothie,2,4,8,,In-store,4/4/2023,Smoothie,,,,Coffee
TXN_1278539,Tea,1,1.5,1.5,Credit Card,Takeaway,4/4/2023,Tea,,,,Cookie
TXN_2398895,Cake,5,3,15,Digital Wallet,In-store,4/4/2023,Cake,,,,Smoothie
TXN_9940829,Smoothie,3,4,12,,In-store,4/4/2023,Smoothie,,,,Tea
TXN_9219961,Coffee,5,2,10,Credit Card,ERROR,4/4/2023,Coffee,,,,Smoothie
TXN_2199500,Smoothie,1,4,4,Credit Card,,4/4/2023,Smoothie,,,,Smoothie
TXN_6294315,Cookie,2,1,2,Digital Wallet,,4/4/2023,Cookie,,,,Smoothie
TXN_6904952,Salad,4,5,20,Digital Wallet,Takeaway,4/4/2023,Salad,,,,Cake
TXN_3440463,Cake,1,3,3,Credit Card,Takeaway,4/4/2023,Cake,,,,Coffee
TXN_8002309,Smoothie,1,4,4,,,4/4/2023,Smoothie,,,,Smoothie
TXN_9883214,Cake,3,3,9,,,4/4/2023,Cake,,,,Smoothie
TXN_5153686,Coffee,5,2,10,,Takeaway,4/5/2023,Coffee,,,,Coffee
TXN_8550184,Cake,3,3,9,Digital Wallet,Takeaway,4/5/2023,Cake,,,,Tea
TXN_4449173,Coffee,1,2,2,Digital Wallet,Takeaway,4/5/2023,Coffee,,,,Smoothie
TXN_6755757,Smoothie,4,4,16,Credit Card,In-store,4/5/2023,Smoothie,,,,Tea
TXN_8295765,Cake,4,3,12,,Takeaway,4/5/2023,Cake,,,,Salad
TXN_4178899,Coffee,2,2,4,,Takeaway,4/5/2023,Coffee,,,,Cake
TXN_1472433,Coffee,1,2,2,Digital Wallet,Takeaway,4/5/2023,Coffee,,,,Salad
TXN_8786159,Coffee,3,2,6,Cash,In-store,4/5/2023,Coffee,,,,Cake
TXN_7302991,Smoothie,4,4,16,Digital Wallet,Takeaway,4/5/2023,Smoothie,,,,Salad
TXN_8028042,Coffee,3,2,6,,,4/5/2023,Coffee,,,,Coffee
TXN_2102561,Cookie,2,1,2,,In-store,4/5/2023,Cookie,,,,Cake
TXN_4238818,Coffee,2,2,4,Digital Wallet,UNKNOWN,4/5/2023,Coffee,,,,Salad
TXN_4062634,Salad,2,5,10,Credit Card,In-store,4/5/2023,Salad,,,,Smoothie
TXN_6273431,Cake,2,3,6,,In-store,4/5/2023,Cake,,,,Smoothie
TXN_1266598,Cake,4,3,12,Digital Wallet,,4/5/2023,Cake,,,,Cake
TXN_6845073,Cookie,1,1,1,Credit Card,In-store,4/5/2023,Cookie,,,,Salad
TXN_9676096,Cake,3,3,9,Digital Wallet,,4/5/2023,Cake,,,,Tea
TXN_1899114,Tea,3,1.5,4.5,Digital Wallet,Takeaway,4/5/2023,Tea,,,,Cake
TXN_1180397,Smoothie,3,4,12,Credit Card,Takeaway,4/5/2023,Smoothie,,,,Cake
TXN_5326795,Cookie,2,1,2,,,4/5/2023,Cookie,,,,Cookie
TXN_4552137,Tea,2,1.5,3,,In-store,4/5/2023,Tea,,,,Cake
TXN_8471743,Cake,5,3,15,Digital Wallet,In-store,4/6/2023,Cake,,,,Salad
TXN_1130191,Smoothie,2,4,8,Cash,In-store,4/6/2023,Smoothie,,,,Salad
TXN_1556652,Cake,5,3,15,Digital Wallet,ERROR,4/6/2023,Cake,,,,Tea
TXN_3224921,Smoothie,5,4,20,,In-store,4/6/2023,Smoothie,,,,Cake
TXN_3109334,Smoothie,3,4,12,,In-store,4/6/2023,Smoothie,,,,Cake
TXN_5342589,Tea,2,1.5,3,Digital Wallet,ERROR,4/6/2023,Tea,,,,Cake
TXN_9373436,Salad,4,5,20,Digital Wallet,,4/6/2023,Salad,,,,Cookie
TXN_2093816,Smoothie,3,4,12,Cash,Takeaway,4/6/2023,Smoothie,,,,Cookie
TXN_9813943,Salad,2,5,10,Cash,,4/6/2023,Salad,,,,Smoothie
TXN_2135613,Smoothie,3,4,12,Digital Wallet,,4/6/2023,Smoothie,,,,Salad
TXN_2982995,Salad,1,5,5,Credit Card,Takeaway,4/6/2023,Salad,,,,Tea
TXN_3038078,Cookie,1,1,1,Credit Card,Takeaway,4/6/2023,Cookie,,,,Cookie
TXN_2172301,Cookie,4,1,4,Digital Wallet,Takeaway,4/6/2023,Cookie,,,,Tea
TXN_1720329,Cookie,2,1,2,Cash,,4/6/2023,Cookie,,,,Tea
TXN_3396099,Coffee,1,2,2,Digital Wallet,In-store,4/6/2023,Coffee,,,,Coffee
TXN_2365394,Cake,2,3,6,Digital Wallet,In-store,4/6/2023,Cake,,,,Cookie
TXN_1647069,Smoothie,1,4,4,Credit Card,Takeaway,4/6/2023,Smoothie,,,,Cookie
TXN_2139240,Smoothie,4,4,16,Digital Wallet,,4/6/2023,Smoothie,,,,Cookie
TXN_2167159,Cake,2,3,6,Cash,UNKNOWN,4/6/2023,Cake,,,,Cookie
TXN_3551665,Cake,4,3,12,Credit Card,In-store,4/6/2023,Cake,,,,Salad
TXN_4256155,Cake,5,3,15,,Takeaway,4/6/2023,Cake,,,,Cake
TXN_5373154,Cake,3,3,9,Digital Wallet,,4/6/2023,Cake,,,,Smoothie
TXN_7359566,Coffee,1,2,2,Cash,In-store,4/6/2023,Coffee,,,,Cookie
TXN_3686848,Tea,3,1.5,4.5,,,4/6/2023,Tea,,,,Smoothie
TXN_7580803,Cake,4,3,12,Cash,In-store,4/6/2023,Cake,,,,Salad
TXN_9110336,Cookie,5,1,5,Digital Wallet,ERROR,4/6/2023,Cookie,,,,Cake
TXN_1413310,Smoothie,3,4,12,,Takeaway,4/6/2023,Smoothie,,,,Cookie
TXN_2526267,Smoothie,5,4,20,Cash,In-store,4/6/2023,Smoothie,,,,Salad
TXN_2437112,Cookie,3,1,3,,,4/6/2023,Cookie,,,,Cake
TXN_6206421,Smoothie,2,4,8,,In-store,4/6/2023,Smoothie,,,,Cookie
TXN_8540794,Cake,4,3,12,Cash,,4/6/2023,Cake,,,,Smoothie
TXN_9969836,Cookie,5,1,5,Digital Wallet,Takeaway,4/6/2023,Cookie,,,,Coffee
TXN_7248722,Cake,3,3,9,Cash,Takeaway,4/6/2023,Cake,,,,Salad
TXN_7548396,Tea,2,1.5,3,Digital Wallet,,4/6/2023,Tea,,,,Cake
TXN_5171519,Salad,3,5,15,,In-store,4/6/2023,Salad,,,,Tea
TXN_7412722,Cake,4,3,12,Cash,In-store,4/7/2023,Cake,,,,Cookie
TXN_3952218,Salad,5,5,25,,,4/7/2023,Salad,,,,Cookie
TXN_1987212,Smoothie,5,4,20,Credit Card,Takeaway,4/7/2023,Smoothie,,,,Tea
TXN_4680399,Cake,5,3,15,Digital Wallet,,4/7/2023,Cake,,,,Cake
TXN_9450903,Smoothie,3,4,12,Digital Wallet,,4/7/2023,Smoothie,,,,Salad
TXN_1902038,Coffee,4,2,8,Credit Card,Takeaway,4/7/2023,Coffee,,,,Cake
TXN_9685326,Smoothie,3,4,12,Digital Wallet,Takeaway,4/7/2023,Smoothie,,,,Tea
TXN_6968752,Tea,1,1.5,1.5,,,4/7/2023,Tea,,,,Cake
TXN_6004431,Smoothie,2,4,8,Cash,Takeaway,4/7/2023,Smoothie,,,,Coffee
TXN_4637438,Salad,2,5,10,,Takeaway,4/7/2023,Salad,,,,Cookie
TXN_6196052,Smoothie,5,4,20,Cash,Takeaway,4/7/2023,Smoothie,,,,Cake
TXN_7939011,Cake,5,3,15,UNKNOWN,In-store,4/7/2023,Cake,,,,Tea
TXN_5269634,Cake,5,3,15,Digital Wallet,In-store,4/7/2023,Cake,,,,Cake
TXN_4335735,Coffee,2,2,4,,,4/7/2023,Coffee,,,,Coffee
TXN_8363628,Salad,1,5,5,Digital Wallet,,4/7/2023,Salad,,,,Cookie
TXN_6034596,Salad,1,5,5,,Takeaway,4/7/2023,Salad,,,,Cake
TXN_8062811,Coffee,2,2,4,Cash,Takeaway,4/7/2023,Coffee,,,,Smoothie
TXN_2054549,Smoothie,1,4,4,UNKNOWN,In-store,4/7/2023,Smoothie,,,,Coffee
TXN_1728644,Coffee,1,2,2,Cash,Takeaway,4/7/2023,Coffee,,,,Cake
TXN_8445753,Tea,4,1.5,6,Cash,Takeaway,4/7/2023,Tea,,,,Coffee
TXN_8732682,Salad,5,5,25,Credit Card,In-store,4/7/2023,Salad,,,,Coffee
TXN_2277042,Tea,1,1.5,1.5,Cash,,4/8/2023,Tea,,,,Salad
TXN_5576265,Smoothie,4,4,16,Credit Card,Takeaway,4/8/2023,Smoothie,,,,Smoothie
TXN_2471972,Cookie,1,1,1,Cash,Takeaway,4/8/2023,Cookie,,,,Salad
TXN_5591967,Smoothie,1,4,4,Credit Card,Takeaway,4/8/2023,Smoothie,,,,Smoothie
TXN_7416770,Cake,3,3,9,,Takeaway,4/8/2023,Cake,,,,Coffee
TXN_2399870,Salad,4,5,20,,,4/8/2023,Salad,,,,Cake
TXN_5698925,Cake,2,3,6,,In-store,4/8/2023,Cake,,,,Smoothie
TXN_6543620,Cookie,2,1,2,Cash,Takeaway,4/8/2023,Cookie,,,,Smoothie
TXN_1399696,Cake,5,3,15,Cash,In-store,4/8/2023,Cake,,,,Cake
TXN_5346493,Cookie,5,1,5,Digital Wallet,In-store,4/8/2023,Cookie,,,,Cake
TXN_2972777,Cake,4,3,12,Credit Card,,4/8/2023,Cake,,,,Cake
TXN_9592941,Tea,5,1.5,7.5,Digital Wallet,In-store,4/8/2023,Tea,,,,Salad
TXN_4554168,Tea,4,1.5,6,Digital Wallet,In-store,4/8/2023,Tea,,,,Cookie
TXN_4697112,Smoothie,3,4,12,Credit Card,,4/8/2023,Smoothie,,,,Smoothie
TXN_1080377,Cake,2,3,6,ERROR,,4/8/2023,Cake,,,,Cake
TXN_3039985,Cookie,5,1,5,Digital Wallet,In-store,4/8/2023,Cookie,,,,Smoothie
TXN_5748083,Salad,2,5,10,,Takeaway,4/8/2023,Salad,,,,Tea
TXN_9941872,Salad,3,5,15,,,4/8/2023,Salad,,,,Coffee
TXN_8049058,Cake,2,3,6,Cash,ERROR,4/8/2023,Cake,,,,Smoothie
TXN_7608637,Salad,1,5,5,Digital Wallet,,4/8/2023,Salad,,,,Smoothie
TXN_5350735,Tea,2,1.5,3,Cash,UNKNOWN,4/8/2023,Tea,,,,Coffee
TXN_8297751,Salad,3,5,15,Cash,Takeaway,4/8/2023,Salad,,,,Coffee
TXN_5640232,Smoothie,4,4,16,Digital Wallet,UNKNOWN,4/8/2023,Smoothie,,,,Smoothie
TXN_3543133,Tea,2,1.5,3,,,4/8/2023,Tea,,,,Coffee
TXN_9478033,Cake,2,3,6,,In-store,4/8/2023,Cake,,,,Smoothie
TXN_1532390,Tea,5,1.5,7.5,Digital Wallet,ERROR,4/8/2023,Tea,,,,Cake
TXN_5316852,Coffee,2,2,4,Digital Wallet,,4/8/2023,Coffee,,,,Coffee
TXN_7256205,Cake,4,3,12,Cash,,4/8/2023,Cake,,,,Cookie
TXN_7791293,Salad,3,5,15,Credit Card,Takeaway,4/8/2023,Salad,,,,Cake
TXN_3730415,Cake,4,3,12,Credit Card,Takeaway,4/9/2023,Cake,,,,Salad
TXN_8320245,Tea,3,1.5,4.5,,Takeaway,4/9/2023,Tea,,,,Cake
TXN_4074732,Salad,3,5,15,Credit Card,UNKNOWN,4/9/2023,Salad,,,,Cake
TXN_2255634,Salad,4,5,20,,,4/9/2023,Salad,,,,Coffee
TXN_7323833,Smoothie,3,4,12,Credit Card,,4/9/2023,Smoothie,,,,Smoothie
TXN_2553269,Cookie,5,1,5,Digital Wallet,,4/9/2023,Cookie,,,,Smoothie
TXN_8999576,Cake,5,3,15,Digital Wallet,Takeaway,4/9/2023,Cake,,,,Cake
TXN_2563679,Salad,3,5,15,Digital Wallet,,4/9/2023,Salad,,,,Tea
TXN_1661068,Salad,3,5,15,Cash,Takeaway,4/9/2023,Salad,,,,Cookie
TXN_4552615,Cake,2,3,6,Cash,Takeaway,4/9/2023,Cake,,,,Smoothie
TXN_1858674,Smoothie,2,4,8,,In-store,4/9/2023,Smoothie,,,,Cake
TXN_1570573,Smoothie,3,4,12,Digital Wallet,Takeaway,4/9/2023,Smoothie,,,,Tea
TXN_1285279,Coffee,2,2,4,Cash,Takeaway,4/9/2023,Coffee,,,,Salad
TXN_1556046,Smoothie,4,4,16,Credit Card,Takeaway,4/9/2023,Smoothie,,,,Coffee
TXN_2682803,Cake,5,3,15,Credit Card,Takeaway,4/9/2023,Cake,,,,Coffee
TXN_9151273,Tea,2,1.5,3,Cash,,4/9/2023,Tea,,,,Salad
TXN_5087453,Tea,3,1.5,4.5,Cash,Takeaway,4/9/2023,Tea,,,,Cookie
TXN_6205234,Cake,5,3,15,Digital Wallet,,4/9/2023,Cake,,,,Cake
TXN_1721366,Smoothie,5,4,20,Digital Wallet,In-store,4/9/2023,Smoothie,,,,Cake
TXN_7268387,Cake,3,3,9,Credit Card,Takeaway,4/9/2023,Cake,,,,Coffee
TXN_6064232,Tea,2,1.5,3,Credit Card,Takeaway,4/9/2023,Tea,,,,Tea
TXN_8266662,Coffee,5,2,10,Credit Card,,4/9/2023,Coffee,,,,Salad
TXN_3274591,Cake,5,3,15,UNKNOWN,Takeaway,4/9/2023,Cake,,,,Cake
TXN_6837879,Cake,5,3,15,Digital Wallet,,4/9/2023,Cake,,,,Cake
TXN_2644962,Smoothie,2,4,8,UNKNOWN,,4/9/2023,Smoothie,,,,Cookie
TXN_5425668,Cookie,5,1,5,Cash,Takeaway,4/9/2023,Cookie,,,,Cookie
TXN_2421387,Cookie,4,1,4,,,4/9/2023,Cookie,,,,Salad
TXN_6836109,Coffee,4,2,8,,Takeaway,4/9/2023,Coffee,,,,Smoothie
TXN_5672583,Cake,2,3,6,Cash,Takeaway,4/9/2023,Cake,,,,Cookie
TXN_7571571,Smoothie,2,4,8,Credit Card,,4/9/2023,Smoothie,,,,Cake
TXN_9881555,Cake,5,3,15,Cash,In-store,4/9/2023,Cake,,,,Smoothie
TXN_5695074,Cake,4,3,12,Credit Card,Takeaway,4/10/2023,Cake,,,,Smoothie
TXN_7063124,Cake,1,3,3,,Takeaway,4/10/2023,Cake,,,,Cake
TXN_2726700,Tea,2,1.5,3,Digital Wallet,,4/10/2023,Tea,,,,Tea
TXN_3727374,Cake,2,3,6,,In-store,4/10/2023,Cake,,,,Smoothie
TXN_3712466,Cake,5,3,15,Digital Wallet,ERROR,4/10/2023,Cake,,,,Smoothie
TXN_9372046,Coffee,3,2,6,Credit Card,In-store,4/10/2023,Coffee,,,,Smoothie
TXN_7169607,Cake,2,3,6,Credit Card,,4/10/2023,Cake,,,,Tea
TXN_5227574,Cake,4,3,12,Digital Wallet,ERROR,4/10/2023,Cake,,,,Coffee
TXN_6437181,Cake,4,3,12,Credit Card,,4/10/2023,Cake,,,,Coffee
TXN_6716918,Coffee,2,2,4,,,4/10/2023,Coffee,,,,Cake
TXN_2278015,Tea,2,1.5,3,Digital Wallet,In-store,4/10/2023,Tea,,,,Cookie
TXN_7268802,Salad,2,5,10,Digital Wallet,Takeaway,4/10/2023,Salad,,,,Cake
TXN_4966149,Cake,2,3,6,Cash,,4/10/2023,Cake,,,,Tea
TXN_1135215,Smoothie,3,4,12,,In-store,4/10/2023,Smoothie,,,,Smoothie
TXN_2030078,Smoothie,1,4,4,Digital Wallet,Takeaway,4/10/2023,Smoothie,,,,Coffee
TXN_2532519,Cake,2,3,6,Digital Wallet,,4/10/2023,Cake,,,,Coffee
TXN_4213071,Salad,1,5,5,,Takeaway,4/10/2023,Salad,,,,Smoothie
TXN_5257531,Tea,2,1.5,3,,UNKNOWN,4/10/2023,Tea,,,,Smoothie
TXN_1584851,Smoothie,1,4,4,Credit Card,,4/10/2023,Smoothie,,,,Coffee
TXN_8712307,Cake,5,3,15,Cash,In-store,4/10/2023,Cake,,,,Cake
TXN_5452978,Salad,2,5,10,Cash,In-store,4/10/2023,Salad,,,,Salad
TXN_5950951,Salad,1,5,5,Credit Card,In-store,4/10/2023,Salad,,,,Coffee
TXN_2430215,Cookie,2,1,2,Digital Wallet,,4/10/2023,Cookie,,,,Cake
TXN_5785639,Salad,1,5,5,Credit Card,,4/10/2023,Salad,,,,Salad
TXN_2294776,Cake,4,3,12,Credit Card,Takeaway,4/10/2023,Cake,,,,Tea
TXN_9944730,Tea,1,1.5,1.5,Digital Wallet,,4/10/2023,Tea,,,,Cake
TXN_6895558,Coffee,2,2,4,Credit Card,UNKNOWN,4/10/2023,Coffee,,,,Smoothie
TXN_5075974,Smoothie,4,4,16,Digital Wallet,,4/11/2023,Smoothie,,,,Cake
TXN_9788956,Cake,4,3,12,ERROR,,4/11/2023,Cake,,,,Cake
TXN_1964555,Smoothie,2,4,8,Digital Wallet,,4/11/2023,Smoothie,,,,Coffee
TXN_5301689,Cake,5,3,15,,In-store,4/11/2023,Cake,,,,Cookie
TXN_9783452,Cake,3,3,9,Cash,UNKNOWN,4/11/2023,Cake,,,,Salad
TXN_1244593,Salad,5,5,25,,In-store,4/11/2023,Salad,,,,Smoothie
TXN_7973461,Tea,3,1.5,4.5,UNKNOWN,In-store,4/11/2023,Tea,,,,Cake
TXN_7008306,Salad,2,5,10,UNKNOWN,,4/11/2023,Salad,,,,Smoothie
TXN_9774691,Cake,3,3,9,Credit Card,Takeaway,4/11/2023,Cake,,,,Salad
TXN_9470590,Salad,1,5,5,Credit Card,Takeaway,4/11/2023,Salad,,,,Tea
TXN_2611683,Cake,3,3,9,Digital Wallet,In-store,4/11/2023,Cake,,,,Cake
TXN_6472826,Cake,4,3,12,Cash,In-store,4/11/2023,Cake,,,,Coffee
TXN_8763436,Cake,4,3,12,Cash,,4/11/2023,Cake,,,,Cookie
TXN_7632478,Cake,2,3,6,Digital Wallet,,4/11/2023,Cake,,,,Smoothie
TXN_7241288,Smoothie,5,4,20,Cash,Takeaway,4/11/2023,Smoothie,,,,Coffee
TXN_2656162,Coffee,1,2,2,Digital Wallet,In-store,4/11/2023,Coffee,,,,Coffee
TXN_1602123,Coffee,1,2,2,Cash,,4/11/2023,Coffee,,,,Cake
TXN_2696377,Cake,4,3,12,Digital Wallet,In-store,4/11/2023,Cake,,,,Cake
TXN_3420633,Salad,4,5,20,Digital Wallet,Takeaway,4/11/2023,Salad,,,,Cake
TXN_6337189,Cake,1,3,3,,,4/11/2023,Cake,,,,Smoothie
TXN_1971865,Cake,1,3,3,Digital Wallet,Takeaway,4/11/2023,Cake,,,,Cake
TXN_5124999,Coffee,5,2,10,Digital Wallet,,4/11/2023,Coffee,,,,Cake
TXN_2925996,Cake,3,3,9,Cash,Takeaway,4/11/2023,Cake,,,,Cookie
TXN_3397034,Cake,4,3,12,,ERROR,4/11/2023,Cake,,,,Cake
TXN_4969431,Salad,4,5,20,Credit Card,Takeaway,4/11/2023,Salad,,,,Smoothie
TXN_3679582,Coffee,5,2,10,Credit Card,In-store,4/11/2023,Coffee,,,,Smoothie
TXN_5228270,Cake,3,3,9,,Takeaway,4/12/2023,Cake,,,,Cookie
TXN_6463415,Coffee,3,2,6,Digital Wallet,In-store,4/12/2023,Coffee,,,,Smoothie
TXN_4315988,Salad,2,5,10,Cash,Takeaway,4/12/2023,Salad,,,,Salad
TXN_7354271,Cookie,4,1,4,UNKNOWN,In-store,4/12/2023,Cookie,,,,Smoothie
TXN_4617139,Cake,4,3,12,,,4/12/2023,Cake,,,,Salad
TXN_7612618,Smoothie,4,4,16,Credit Card,ERROR,4/12/2023,Smoothie,,,,Cake
TXN_1898329,Cake,5,3,15,Cash,In-store,4/12/2023,Cake,,,,Cookie
TXN_3364751,Coffee,2,2,4,Digital Wallet,Takeaway,4/12/2023,Coffee,,,,Tea
TXN_1842981,Tea,5,1.5,7.5,Credit Card,,4/12/2023,Tea,,,,Smoothie
TXN_1870423,Salad,2,5,10,Credit Card,Takeaway,4/12/2023,Salad,,,,Smoothie
TXN_6200609,Salad,5,5,25,Digital Wallet,Takeaway,4/12/2023,Salad,,,,Cookie
TXN_4643305,Cookie,4,1,4,,Takeaway,4/12/2023,Cookie,,,,Smoothie
TXN_4150495,Cookie,2,1,2,Cash,,4/12/2023,Cookie,,,,Cake
TXN_6755874,Smoothie,3,4,12,ERROR,In-store,4/12/2023,Smoothie,,,,Salad
TXN_6700141,Smoothie,1,4,4,Cash,Takeaway,4/12/2023,Smoothie,,,,Cake
TXN_1915046,Smoothie,5,4,20,,,4/12/2023,Smoothie,,,,Cake
TXN_4477016,Smoothie,4,4,16,,In-store,4/12/2023,Smoothie,,,,Cake
TXN_3463568,Salad,2,5,10,Digital Wallet,In-store,4/12/2023,Salad,,,,Cake
TXN_1917336,Smoothie,3,4,12,Cash,In-store,4/12/2023,Smoothie,,,,Cake
TXN_3488082,Smoothie,1,4,4,Digital Wallet,In-store,4/12/2023,Smoothie,,,,Cake
TXN_4982165,Tea,1,1.5,1.5,Credit Card,Takeaway,4/12/2023,Tea,,,,Cake
TXN_1902009,Cake,2,3,6,Credit Card,,4/12/2023,Cake,,,,Cookie
TXN_4942960,Cake,1,3,3,ERROR,Takeaway,4/12/2023,Cake,,,,Smoothie
TXN_6785331,Cake,1,3,3,,,4/12/2023,Cake,,,,Cookie
TXN_3858288,Tea,2,1.5,3,,,4/12/2023,Tea,,,,Coffee
TXN_6306555,Smoothie,1,4,4,Digital Wallet,Takeaway,4/12/2023,Smoothie,,,,Cookie
TXN_6450138,Cake,1,3,3,Credit Card,Takeaway,4/13/2023,Cake,,,,Tea
TXN_1286779,Smoothie,4,4,16,Credit Card,,4/13/2023,Smoothie,,,,Cookie
TXN_3912727,Tea,5,1.5,7.5,Digital Wallet,Takeaway,4/13/2023,Tea,,,,Smoothie
TXN_7415686,Smoothie,3,4,12,Credit Card,In-store,4/13/2023,Smoothie,,,,Salad
TXN_9104535,Cake,4,3,12,,,4/13/2023,Cake,,,,Smoothie
TXN_4522012,Coffee,2,2,4,,In-store,4/13/2023,Coffee,,,,Smoothie
TXN_4659155,Cake,1,3,3,UNKNOWN,,4/13/2023,Cake,,,,Tea
TXN_5282529,Tea,5,1.5,7.5,Credit Card,Takeaway,4/13/2023,Tea,,,,Smoothie
TXN_1603563,Cake,4,3,12,,Takeaway,4/13/2023,Cake,,,,Salad
TXN_7272945,Smoothie,4,4,16,,Takeaway,4/13/2023,Smoothie,,,,Coffee
TXN_1047204,Cookie,3,1,3,Digital Wallet,UNKNOWN,4/13/2023,Cookie,,,,Tea
TXN_5958999,Tea,2,1.5,3,,,4/13/2023,Tea,,,,Tea
TXN_5183674,Coffee,2,2,4,Digital Wallet,,4/13/2023,Coffee,,,,Cookie
TXN_4105487,Smoothie,4,4,16,Digital Wallet,In-store,4/13/2023,Smoothie,,,,Salad
TXN_3301517,Salad,5,5,25,Credit Card,In-store,4/13/2023,Salad,,,,Tea
TXN_4775791,Smoothie,4,4,16,Credit Card,,4/13/2023,Smoothie,,,,Salad
TXN_5582443,Salad,3,5,15,Credit Card,In-store,4/13/2023,Salad,,,,Cake
TXN_9271577,Cake,2,3,6,Credit Card,In-store,4/13/2023,Cake,,,,Cookie
TXN_2391245,Coffee,4,2,8,Digital Wallet,In-store,4/13/2023,Coffee,,,,Coffee
TXN_2991733,Tea,5,1.5,7.5,Credit Card,,4/13/2023,Tea,,,,Coffee
TXN_1950187,Tea,2,1.5,3,Credit Card,Takeaway,4/13/2023,Tea,,,,Cake
TXN_1640172,Salad,1,5,5,,,4/13/2023,Salad,,,,Cake
TXN_6966241,Cake,2,3,6,Digital Wallet,In-store,4/13/2023,Cake,,,,Tea
TXN_8570890,Cake,4,3,12,,,4/14/2023,Cake,,,,Tea
TXN_2508476,Smoothie,5,4,20,Cash,ERROR,4/14/2023,Smoothie,,,,Smoothie
TXN_4364091,Smoothie,1,4,4,ERROR,Takeaway,4/14/2023,Smoothie,,,,Cake
TXN_9911345,Cookie,1,1,1,Digital Wallet,UNKNOWN,4/14/2023,Cookie,,,,Cake
TXN_6167259,Cake,2,3,6,Digital Wallet,,4/14/2023,Cake,,,,Coffee
TXN_7957208,Tea,1,1.5,1.5,Digital Wallet,Takeaway,4/14/2023,Tea,,,,Cake
TXN_2224251,Cake,4,3,12,Digital Wallet,Takeaway,4/14/2023,Cake,,,,Coffee
TXN_5721846,Cookie,3,1,3,Cash,Takeaway,4/14/2023,Cookie,,,,Cake
TXN_8965025,Salad,1,5,5,Cash,In-store,4/14/2023,Salad,,,,Cake
TXN_9073184,Cake,2,3,6,UNKNOWN,,4/14/2023,Cake,,,,Tea
TXN_6806024,Cake,2,3,6,Credit Card,In-store,4/14/2023,Cake,,,,Smoothie
TXN_6588156,Cake,4,3,12,,In-store,4/14/2023,Cake,,,,Cookie
TXN_7551280,Cookie,4,1,4,Credit Card,Takeaway,4/14/2023,Cookie,,,,Tea
TXN_3374262,Tea,2,1.5,3,,In-store,4/14/2023,Tea,,,,Tea
TXN_1941099,Cookie,5,1,5,Cash,ERROR,4/14/2023,Cookie,,,,Cake
TXN_7868470,Cake,3,3,9,Digital Wallet,UNKNOWN,4/14/2023,Cake,,,,Smoothie
TXN_9694799,Tea,3,1.5,4.5,Cash,Takeaway,4/14/2023,Tea,,,,Salad
TXN_5406411,Smoothie,5,4,20,Credit Card,In-store,4/14/2023,Smoothie,,,,Cake
TXN_1408709,Smoothie,5,4,20,Cash,Takeaway,4/14/2023,Smoothie,,,,Cookie
TXN_9461980,Salad,1,5,5,Credit Card,In-store,4/14/2023,Salad,,,,Coffee
TXN_9188774,Tea,1,1.5,1.5,Digital Wallet,Takeaway,4/14/2023,Tea,,,,Smoothie
TXN_2933439,Salad,4,5,20,Digital Wallet,,4/14/2023,Salad,,,,Salad
TXN_4943552,Cake,5,3,15,,Takeaway,4/14/2023,Cake,,,,Cake
TXN_4247105,Coffee,5,2,10,Cash,In-store,4/14/2023,Coffee,,,,Coffee
TXN_2393287,Cake,2,3,6,Cash,,4/14/2023,Cake,,,,Smoothie
TXN_4482692,Salad,2,5,10,ERROR,,4/14/2023,Salad,,,,Coffee
TXN_3007866,Cake,4,3,12,Credit Card,In-store,4/14/2023,Cake,,,,Smoothie
TXN_5835004,Smoothie,5,4,20,Credit Card,In-store,4/14/2023,Smoothie,,,,Tea
TXN_6793298,Tea,2,1.5,3,Credit Card,,4/14/2023,Tea,,,,Salad
TXN_6736326,Salad,2,5,10,Credit Card,In-store,4/14/2023,Salad,,,,Coffee
TXN_7495283,Cake,5,3,15,Credit Card,Takeaway,4/14/2023,Cake,,,,Tea
TXN_3085509,Coffee,4,2,8,Digital Wallet,In-store,4/15/2023,Coffee,,,,Cake
TXN_3779366,Cookie,1,1,1,Digital Wallet,In-store,4/15/2023,Cookie,,,,Cake
TXN_9347203,Smoothie,5,4,20,Cash,In-store,4/15/2023,Smoothie,,,,Tea
TXN_3106215,Smoothie,3,4,12,ERROR,Takeaway,4/15/2023,Smoothie,,,,Smoothie
TXN_8514689,Cake,5,3,15,,,4/15/2023,Cake,,,,Smoothie
TXN_2916209,Cake,2,3,6,ERROR,In-store,4/15/2023,Cake,,,,Cake
TXN_5191642,Salad,5,5,25,Cash,ERROR,4/15/2023,Salad,,,,Smoothie
